Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Darrell Adams,DE,Villanova,6-5,277,5.00,27.0,22,109,7.91,4.76
Titus Adams,DT,Nebraska,6-3,306,5.07,30.5,15,103,7.49,4.54
Jahmile Addae,S,West Virginia,5-10,214,4.70,38.5,,122,,
Joseph Addai,RB,LSU,5-11,214,4.40,38.5,18,125,7.09,4.47
Victor Adeyanju,DE,Indiana,6-4,274,4.86,32.0,22,112,7.37,4.41
Jason Allen,S,Tennessee,6-1,209,4.39,39.5,17,131,6.75,3.81
Jon Alston,OLB,Stanford,6-1,223,4.50,40.0,30,132,6.90,4.13
Sir Henry Anderson,DT,Oregon State,6-4,306,5.19,28.5,27,100,7.69,4.55
David Anderson,WR,Colorado State,5-10,192,4.57,34.0,,116,6.88,4.20
James Anderson,OLB,Virginia Tech,6-3,229,4.59,41.0,,121,6.67,4.07
Mark Anderson,DE,Alabama,6-4,254,4.62,42.0,20,127,6.95,4.22
Willie Andrews,S,Baylor,5-9,193,4.43,36.5,7,124,6.99,4.27
Devin Aromashodu,WR,Auburn,6-2,201,4.35,39.0,,120,7.04,4.16
Miles Austin,WR,Monmouth (NJ),6-2,215,4.47,40.5,21,123,7.09,4.14
Jason Avant,WR,Michigan,6-0,212,4.62,37.0,20,118,,
Brett Basanez,QB,Northwestern,6-1,220,4.76,34.0,,114,6.75,4.22
Hank Baskett,WR,New Mexico,6-3,224,4.50,35.0,,119,6.79,4.17
Danny Baugher,P,Arizona,5-10,194,,,,,,
Mike Bell,RB,Arizona,6-0,221,4.60,31.5,19,112,7.16,4.21
Charles Bennett,DE,Clemson,6-4,258,4.70,33.5,19,115,7.48,4.52
Matt Bernstein,FB,Wisconsin,6-0,260,4.91,29.5,22,110,7.46,4.50
Antoine Bethea,S,Howard,5-11,203,4.39,36.5,19,127,6.99,4.11
Troy Bienemann,TE,Washington State,6-5,256,4.80,,,,,
Damarius Bilbo,WR,Georgia Tech,6-2,214,4.70,36.5,19,115,6.90,4.18
Darnell Bing,S,USC,6-2,227,4.53,34.0,17,120,7.25,4.07
Will Blackmon,CB,Boston Col.,6-0,198,4.47,41.0,,133,6.67,4.23
Jeremy Bloom,WR,Colorado,5-9,173,4.49,,,,,
Greg Blue,S,Georgia,6-2,216,4.57,37.5,16,120,,
Kevin Boothe,OT,Cornell,6-5,316,5.41,31.5,23,98,8.36,5.07
Jovon Bouknight,WR,Wyoming,6-1,195,4.71,34.0,,120,6.93,4.03
McKinley Boykin,DT,Mississippi,6-1,289,5.01,30.5,30,109,,4.75
Trent Bray,ILB,Oregon State,6-1,231,4.90,32.0,18,109,7.15,4.41
Darrell Brooks,S,Arizona,6-0,198,4.61,36.5,7,125,6.97,4.36
Manaia Brown,DT,BYU,6-3,301,5.10,34.5,21,111,7.63,4.47
Copeland Bryan,DE,Arizona,6-4,253,4.90,33.0,16,117,7.11,4.30
Daniel Bullocks,S,Nebraska,6-0,212,4.38,38.0,18,124,6.91,4.16
Brodrick Bunkley,DT,Florida State,6-3,306,5.01,32.5,44,113,,
Reggie Bush,RB,USC,5-11,201,4.37,,,,,
Brad Butler,OT,Virginia,6-7,310,5.29,,,,,
Rashad Butler,OT,Miami (FL),6-5,293,5.30,28.0,16,106,7.90,4.55
Dominique Byrd,TE,USC,6-3,255,4.79,,,,,
Brian Calhoun,RB,Wisconsin,5-9,201,4.57,31.5,18,124,7.05,4.20
Bobby Carpenter,OLB,Ohio State,6-2,256,4.65,,,,,
Jason Carter,WR,Texas A&M,6-0,211,4.60,33.0,,116,6.89,4.21
Chris Chester,C,Oklahoma,6-3,303,4.83,31.5,27,106,7.31,4.50
Jeromey Clary,OT,Kansas State,6-6,309,5.28,26.0,24,102,7.80,4.63
Kellen Clemens,QB,Oregon,6-2,224,4.89,,,,,
Barry Cofield,DT,Northwestern,6-4,304,4.95,34.0,35,105,7.43,4.35
Daryn Colledge,OT,Boise State,6-4,299,5.05,32.5,21,110,7.43,4.58
Marques Colston,WR,Hofstra,6-5,224,4.50,37.0,16,123,6.94,4.43

Ryan Cook,OT,New Mexico,6-7,328,5.47,26.5,28,97,7.93,4.66
Antonio Cromartie,CB,Florida State,6-2,208,4.47,38.0,18,132,,
Brodie Croyle,QB,Alabama,6-2,205,4.88,30.5,,104,7.34,4.25
Jay Cutler,QB,Vanderbilt,6-3,226,4.77,,23,,7.10,4.26
Owen Daniels,TE,Wisconsin,6-3,253,4.65,34.5,23,114,6.87,4.10
P.J. Daniels,RB,Georgia Tech,5-10,214,4.64,33.0,21,116,7.13,4.40
Vernon Davis,TE,Maryland,6-3,254,4.38,42.0,33,128,7.00,4.17
Charles Davis,TE,Purdue,6-5,263,4.87,31.5,27,108,7.53,4.37
Tim Day,TE,Oregon,6-3,256,4.74,35.0,24,109,7.03,4.20
Mike Degory,C,Florida,6-5,305,5.42,26.0,24,98,8.03,4.67
Marcus Demps,S,San Diego State,6-0,198,4.70,31.0,17,117,6.91,4.09
Chris Denney,WR,Nebraska-Omaha,6-3,224,4.65,33.0,13,110,7.02,4.33
Will Derting,ILB,Washington State,6-0,247,4.74,,,,,
Tim Dobbins,ILB,Iowa State,6-1,246,4.59,35.5,23,110,7.25,4.39
Reed Doughty,S,Northern Colorado,6-0,209,4.65,37.0,15,121,6.66,4.17
Kader Drame,DT,Syracuse,6-5,290,5.25,30.5,17,108,8.12,
Elvis Dumervil,DE,Louisville,5-11,257,4.75,,30,,,
Dusty Dvoracek,DT,Oklahoma,6-3,306,5.01,34.0,31,110,7.62,4.35
Ray Edwards,DE,Purdue,6-5,273,4.81,39.0,30,114,7.71,4.57
Keith Ellison,OLB,Oregon State,6-1,235,4.76,32.5,24,115,7.22,4.16
Greg Eslinger,C,Minnesota,6-3,292,5.13,30.0,28,101,7.59,4.68
Bruce Eugene,QB,Grambling State,6-0,260,5.12,27.5,,94,7.97,4.76
Jahri Evans,OT,Texas A&M,6-4,316,5.25,27.0,20,95,7.97,4.80
Anthony Fasano,TE,Notre Dame,6-4,259,4.72,33.5,19,112,6.94,4.34
Daniel Fells,TE,California-Davis,6-3,259,4.95,29.5,19,108,7.27,4.46
D'Brickashaw Ferguson,OT,Virginia,6-6,312,5.08,,,,,
Omar Gaither,OLB,Tennessee,6-1,234,4.78,37.0,23,116,7.31,4.28
Quinton Ganther,RB,Utah,5-9,218,4.50,35.0,29,119,7.19,
Ryan Gilbert,RB,Houston,5-10,228,4.60,,,,,
Chris Gocong,DE,Cal Poly,6-2,263,4.70,38.5,28,123,7.05,4.08
Kedric Golston,DT,Georgia,6-4,300,4.88,33.0,31,111,7.60,4.45
Charles Gordon,CB,Kansas,5-10,183,4.60,35.5,12,115,6.95,4.20
Bruce Gradkowski,QB,Toledo,6-1,217,4.59,34.0,,107,7.12,4.16
Marcus Green,DT,Ohio State,6-1,295,5.14,31.0,33,108,7.62,4.86
Skyler Green,WR,LSU,5-9,192,4.53,34.0,,118,,
Chad Greenway,OLB,Iowa,6-2,242,4.76,33.5,16,117,7.00,4.22
Cedric Griffin,S,Texas,6-0,199,4.51,35.5,17,125,6.84,4.10
Darrell Hackney,QB,Ala-Birmingham,6-0,239,4.82,33.0,,110,7.62,4.69
Derek Hagan,WR,Arizona State,6-2,208,4.45,36.0,,124,,4.07
Marques Hagans,RB,Virginia,5-9,202,4.67,35.0,,114,7.03,4.38
Tamba Hali,DE,Penn State,6-3,275,4.87,,,,,
Andre Hall,RB,South Florida,5-8,208,4.40,33.0,18,113,7.38,
Chris Hannon,WR,Tennessee,6-3,205,4.48,34.5,,122,,
Parys Haralson,DE,Tennessee,6-1,253,4.80,32.0,24,115,7.37,4.26
Roman Harper,S,Alabama,6-0,198,4.50,,19,,,
Chris Harrell,S,Penn State,6-0,209,4.70,40.5,15,119,7.02,4.12
Gilbert Harris,FB,Arizona,6-2,235,4.73,36.0,20,117,7.00,4.38
Orien Harris,DT,Miami (FL),6-3,301,5.27,,25,,,
Jerome Harrison,RB,Washington State,5-9,201,4.47,34.5,19,124,6.77,4.07
Mike Hass,WR,Oregon State,6-1,208,4.59,32.0,,116,6.97,4.14

Jason Hatcher,DE,Grambling State,6-6,284,4.82,35.5,28,113,7.67,4.49
Spencer Havner,ILB,UCLA,6-3,242,4.69,39.0,,116,6.81,4.07
A.J. Hawk,OLB,Ohio State,6-1,248,4.59,40.0,24,115,6.82,3.96
Chris Hawkins,CB,Marshall,5-10,183,4.51,37.0,16,116,,4.18
Taurean Henderson,RB,Texas Tech,5-9,204,4.62,32.5,,112,7.01,4.40
Eric Henderson,DE,Georgia Tech,6-2,270,4.75,,30,,,
Matt Henshaw,TE,Florida State,6-4,248,4.73,29.0,16,111,7.44,4.44
Jarvis Herring,S,Florida,5-11,207,4.85,36.5,15,116,7.34,4.23
Devin Hester,WR,Miami (FL),5-11,190,4.41,38.0,16,124,,
Tye Hill,CB,Clemson,5-10,185,4.34,41.0,,129,6.63,4.01
Ed Hinkel,WR,Iowa,6-0,190,4.54,34.0,,116,6.97,4.10
Abdul Hodge,ILB,Iowa,6-0,236,4.76,31.0,,108,7.09,4.30
Santonio Holmes,WR,Ohio State,5-11,188,4.35,,,,,
Reuben Houston,CB,Georgia Tech,6-0,192,4.62,41.5,21,127,,4.42
Thomas Howard,OLB,Texas-El Paso,6-3,239,4.42,39.0,21,124,6.96,4.28
Oliver Hoyte,ILB,North Carolina State,6-3,245,4.93,32.0,19,112,7.47,4.30
Marcus Hudson,S,North Carolina State,6-1,194,4.55,,11,,,
Michael Huff,S,Texas,6-0,204,4.34,40.5,21,125,,
Cedric Humes,RB,Virginia Tech,6-1,227,4.62,30.5,18,106,7.07,4.22
Darrell Hunter,CB,Miami (OH),6-0,206,4.44,36.0,8,123,,4.11
Josh Huston,K,Ohio State,6-1,209,,,,,,
Clint Ingram,OLB,Oklahoma,6-2,244,4.65,41.0,22,,7.12,4.10
Brian Iwuh,OLB,Colorado,6-0,234,4.66,,20,,,
Chad Jackson,WR,Florida,6-1,213,4.32,38.5,,122,6.73,3.97
D'Qwell Jackson,ILB,Maryland,6-0,230,4.73,37.0,19,116,7.05,4.36
Tarvaris Jackson,QB,Arkansas,6-2,226,4.69,31.5,22,107,7.40,4.38
T.J. Jackson,DT,Auburn,6-0,304,5.15,31.0,26,104,7.72,4.60
Omar Jacobs,QB,Bowling Green,6-4,232,4.84,32.5,,108,7.47,4.29
Max Jean-Gilles,OG,Georgia,6-4,355,5.48,24.5,27,95,8.56,5.08
Julian Jenkins,DE,Stanford,6-4,277,5.03,34.5,25,110,7.11,4.23
Adam Jennings,WR,Fresno State,5-9,181,4.44,37.5,,118,6.88,4.12
Greg Jennings,WR,West. Michigan,5-11,197,4.42,36.5,,117,6.68,4.16
Kelly Jennings,CB,Miami (FL),5-11,178,4.39,40.0,,120,,4.00
Tim Jennings,CB,Georgia,5-8,185,4.32,37.5,17,117,,
Brandon Johnson,OLB,Louisville,6-5,228,4.44,37.0,11,118,7.17,4.34
Johnny Jolly,DT,Texas A&M,6-3,317,5.41,,,104,,
Maurice Jones-Drew,RB,UCLA,5-7,207,4.39,36.0,18,116,7.08,4.38
Davin Joseph,OG,Oklahoma,6-3,311,5.09,32.0,24,111,,4.97
Johnathan Joseph,CB,South Carolina,5-11,193,4.31,37.0,15,123,6.92,4.23
Winston Justice,OT,USC,6-6,319,5.16,35.0,,110,7.31,4.53
Freddy Keiaho,ILB,San Diego State,5-11,224,4.68,36.0,15,113,7.01,4.12
Charlton Keith,OLB,Kansas,6-4,237,4.78,30.5,12,109,7.03,4.36
William Kershaw,OLB,Maryland,6-3,240,4.63,37.0,21,111,6.95,4.17
Jeff King,TE,Virginia Tech,6-5,245,4.83,32.5,21,109,6.99,4.09
David Kirtman,FB,USC,5-11,233,4.76,29.5,,106,7.18,4.31
Mathias Kiwanuka,DE,Boston Col.,6-6,266,4.70,32.0,17,120,7.27,4.13
Joe Klopfenstein,TE,Colorado,6-6,255,4.63,36.0,27,112,7.39,4.21
Mike Kudla,DE,Ohio State,6-2,265,4.72,37.0,45,114,7.21,4.45
Chris Kuper,OG,North Dakota,6-4,301,5.10,30.0,24,109,7.59,4.60
Ryan LaCasse,DE,Syracuse,6-2,257,4.62,34.0,34,113,7.25,4.30

Dawan Landry,S,Georgia Tech,6-1,220,4.64,37.5,18,124,,4.27
Manny Lawson,OLB,North Carolina State,6-5,241,4.43,39.5,23,124,6.90,4.18
Josh Lay,CB,Pittsburgh,6-0,197,4.48,40.5,16,120,,
Greg Lee,WR,Pittsburgh,6-2,201,4.59,35.5,,114,6.80,4.09
Matt Leinart,QB,USC,6-5,223,4.90,,,,,
Jonathan Lewis,DT,Virginia Tech,6-1,309,4.97,33.5,24,111,7.40,4.40
Marcedes Lewis,TE,UCLA,6-6,261,4.80,37.0,23,118,7.24,4.82
David Lonie,P,California,6-5,209,4.74,,,,,
Calvin Lowry,S,Penn State,5-11,200,4.54,36.0,15,120,7.16,4.20
Travis Lulay,QB,Montana State,6-2,216,4.71,35.0,,111,6.93,4.07
Wali Lundy,RB,Virginia,5-11,214,4.48,35.0,18,111,6.99,4.36
Deuce Lutui,OG,USC,6-4,334,5.35,28.0,26,97,8.04,4.76
Jesse Mahelona,DT,Tennessee,6-0,311,5.37,,,,,
Tom Malone,P,USC,6-0,212,4.87,,,,,
Antonio Malone,CB,Toledo,6-0,200,4.59,34.0,10,111,7.05,4.10
Nick Mangold,C,Ohio State,6-4,300,5.05,27.5,24,104,7.47,4.36
Danieal Manning,CB,Abilene Christian,5-11,202,4.48,39.0,17,123,7.23,4.07
Laurence Maroney,RB,Minnesota,6-0,217,4.48,,,,,
Brandon Marshall,WR,Central Florida,6-4,229,4.52,37.0,,120,,
Richard Marshall,CB,Fresno State,5-11,189,4.42,37.0,12,129,6.65,4.16
Derrick Martin,CB,Wyoming,5-10,202,4.50,40.0,17,127,6.72,3.95
Ingle Martin,QB,Furman,6-2,220,4.71,36.0,,111,7.13,4.17
Jimmy Martin,OT,Virginia Tech,6-5,303,5.23,31.0,25,101,,
Tim Massaquoi,TE,Michigan,6-3,259,4.85,,32,,,
Wendell Mathis,RB,Fresno State,5-11,210,4.51,33.0,20,117,6.93,4.22
Fred Matua,OG,USC,6-2,306,5.00,24.5,28,93,7.87,4.76
Marcus Maxey,CB,Miami (FL),6-1,198,4.48,41.5,14,129,,
Dee McCann,CB,West Virginia,5-11,197,4.53,40.5,,122,7.35,4.38
John McCargo,DT,North Carolina State,6-1,302,5.15,30.5,25,110,7.79,4.48
Stanley McClover,DE,Auburn,6-2,262,4.70,39.0,19,114,7.87,4.50
Tim McGarigle,ILB,Northwestern,6-1,242,4.73,38.0,,118,7.09,4.07
Rocky McIntosh,OLB,Miami (FL),6-2,237,4.62,41.5,18,119,,
Reggie McNeal,QB,Texas A&M,6-2,198,4.40,32.0,,121,6.96,4.25
Marcus McNeill,OT,Auburn,6-8,336,5.07,31.0,,98,8.19,5.00
Gerrick McPhearson,CB,Maryland,5-10,196,4.42,41.5,18,129,,
Paul McQuistan,OT,Weber State,6-6,312,5.07,29.5,28,110,7.72,4.62
Robin Meadow,OG,Michigan State,6-5,324,5.40,24.0,29,99,7.94,4.73
Vincent Meeks,S,Texas Tech,5-11,210,4.85,33.0,11,112,,
Erik Meyer,QB,East. Washington,6-1,210,4.67,32.5,,112,6.83,4.12
Garrett Mills,FB,Tulsa,6-1,241,4.64,35.5,23,111,6.81,4.05
Jeremy Mincey,DE,Florida,6-3,259,4.76,33.5,27,116,6.99,4.25
DeMario Minter,CB,Georgia,5-11,190,4.52,38.5,10,131,6.87,4.10
Anthony Mix,WR,Auburn,6-4,235,4.48,31.5,,111,,
Will Montgomery,C,Virginia Tech,6-3,312,5.12,29.5,35,104,7.40,4.43
DonTrell Moore,RB,New Mexico,5-10,210,4.64,32.0,18,116,7.10,4.32
Sinorice Moss,WR,Miami (FL),5-8,185,4.38,,,,,
Jeff Mullins,LS,Marshall,6-2,247,5.03,,21,,,
Martin Nance,WR,Miami (OH),6-4,213,4.55,33.5,,112,6.91,4.08
Terna Nande,OLB,Miami (OH),6-0,232,4.51,39.0,41,124,6.97,4.11
Javon Nanton,DE,Miami (FL),6-3,250,4.80,28.5,22,108,,

Khalid Naziruddin,CB,Texas Tech,5-9,185,4.64,38.5,17,119,,
Barrick Nealy,QB,Texas State,6-4,226,4.57,32.5,,114,6.94,4.26
Haloti Ngata,DT,Oregon,6-4,338,5.13,31.5,37,110,7.95,4.65
A.J. Nicholson,OLB,Florida State,6-1,252,4.88,,25,116,7.37,4.43
Rob Ninkovich,DE,Purdue,6-3,260,4.91,34.5,23,116,6.96,4.18
Jerious Norwood,RB,Mississippi State,6-0,210,4.40,36.5,15,122,6.81,4.25
Ryan O'Callaghan,OT,California,6-7,344,5.39,25.0,21,92,,
Ben Obomanu,WR,Auburn,6-1,205,4.45,38.0,,116,7.17,4.21
Quinn Ojinnaka,OT,Syracuse,6-5,309,5.44,28.5,21,102,8.45,5.11
Melvin Oliver,DE,LSU,6-3,276,5.08,,,,,
Thomas Olmsted,P,Troy,6-4,214,5.18,,,,,
Drew Olson,QB,UCLA,6-2,222,5.09,23.0,,97,,4.42
Chijioke Onyenegecha,CB,Oklahoma,6-1,215,4.55,34.5,16,118,,
Jonathan Orr,WR,Wisconsin,6-2,198,4.44,35.5,,119,7.31,4.16
Babatunde Oshinowo,DT,Stanford,6-2,304,5.27,32.0,33,105,7.87,4.54
Jarrad Page,S,UCLA,6-0,239,4.63,38.0,,127,6.68,4.14
Kai Parham,ILB,Virginia,6-3,256,4.98,35.0,30,116,7.35,4.33
Sam Paulescu,P,Oregon State,6-0,190,4.98,,,,,
Domata Peko,DT,Michigan State,6-3,307,5.27,28.5,25,103,7.69,4.49
Donald Penn,OT,Utah State,6-4,317,5.05,,21,,,
Terrance Pennington,OT,New Mexico,6-7,325,5.39,28.5,28,102,,
Charlie Peprah,S,Alabama,5-11,206,4.66,37.5,15,119,6.81,4.09
Marvin Philip,C,California,6-1,307,5.24,27.0,27,96,7.85,4.69
Anwar Phillips,CB,Penn State,6-0,193,4.60,,,,,
Paul Pinegar,QB,Fresno State,6-5,232,5.10,29.0,,110,7.36,4.49
David Pittman,CB,NW State (LA),5-11,182,4.44,36.0,14,128,,4.23
Ryan Plackemeier,P,Wake Forest,6-3,253,5.20,,,,,
Jason Pociask,TE,Wisconsin,6-3,266,4.84,32.5,23,115,7.31,4.30
Bernard Pollard,S,Purdue,6-2,224,4.57,36.5,,131,,
Leonard Pope,TE,Georgia,6-8,258,4.62,37.5,22,118,7.47,4.67
Quinton Porter,QB,Boston Col.,6-5,233,4.67,33.5,,116,6.76,4.10
Donovan Raiola,C,Wisconsin,6-2,300,5.55,25.0,20,90,8.17,4.97
Troy Reddick,OG,Auburn,6-5,334,5.57,,21,,7.92,4.82
Willie Reid,WR,Florida State,5-10,188,4.34,37.5,,117,7.06,4.26
Matthew Rice,DE,Penn State,6-4,271,4.89,,,,7.60,4.34
Gerald Riggs,RB,Tennessee,5-11,232,4.62,,,,,
Freddie Roach,ILB,Alabama,6-2,257,4.93,34.0,,111,7.49,4.42
Dale Robinson,ILB,Arizona State,6-0,231,4.76,33.0,18,108,7.29,4.30
Michael Robinson,WR,Penn State,6-1,227,4.57,,,,,
Cory Rodgers,WR,TCU,6-0,188,4.58,33.5,,110,7.37,4.19
Dennis Roland,OT,Georgia,6-10,328,5.28,,19,,,
Richie Ross,WR,Nebraska-Kearney,6-4,209,4.61,37.0,,120,6.95,4.29
Pat Ross,C,Boston Col.,6-3,301,4.99,,23,,,
Cory Ross,RB,Nebraska,5-6,201,4.58,,15,,,
Derrick Ross,RB,Tarleton State,5-10,226,4.56,35.0,20,112,7.00,4.35
Frostee Rucker,DE,USC,6-3,267,4.88,29.5,,110,,
DeMeco Ryans,OLB,Alabama,6-1,236,4.65,39.0,23,129,7.19,4.17
Nate Salley,S,Ohio State,6-2,216,4.63,40.0,14,123,6.79,4.15
Tony Scheffler,TE,West. Michigan,6-5,254,4.54,33.5,17,115,6.81,4.01
Anthony Schlegel,ILB,Ohio State,6-0,250,4.88,32.0,21,111,7.41,4.38

Jon Scifres,K,Missouri State,6-1,224,5.00,,,,,
Jonathan Scott,OT,Texas,6-6,315,5.32,24.5,,101,7.73,4.85
Mark Setterstrom,OG,Minnesota,6-4,314,5.38,26.5,19,100,7.63,4.53
D.J. Shockley,QB,Georgia,6-1,214,4.56,37.5,,121,7.07,4.17
Kevin Simon,OLB,Tennessee,5-10,235,4.89,28.0,26,103,7.69,4.32
Ko Simpson,S,South Carolina,6-1,209,4.45,40.5,11,122,7.09,4.17
Ernie Sims,OLB,Florida State,5-11,231,4.50,41.0,25,125,7.31,4.22
Rob Sims,OG,Ohio State,6-3,307,5.25,,27,,,
Dwayne Slay,S,Texas Tech,6-3,216,4.78,32.5,,112,,
Kent Smith,QB,Central Michigan,6-5,216,4.57,35.0,,122,7.41,4.47
LeKevin Smith,DT,Michigan State,6-3,316,4.97,30.5,30,109,7.93,4.92
Anthony Smith,S,Syracuse,6-0,194,4.71,41.0,18,125,6.75,4.35
Brad Smith,WR,Missouri,6-2,213,4.46,39.5,,128,7.00,4.33
Eric Smith,S,Michigan State,6-1,209,4.63,40.0,21,127,6.89,4.10
Clinton Solomon,WR,Iowa,6-3,214,4.58,33.0,,114,7.17,4.46
Isaac Sowells,OG,Indiana,6-3,324,5.15,28.5,20,101,8.13,4.98
Charles Spencer,OG,Pittsburgh,6-5,352,5.25,,30,,,
Jason Spitz,OG,Louisville,6-3,313,5.40,28.5,25,102,7.82,4.55
Montavious Stanley,DT,Louisville,6-2,313,5.12,29.0,,106,8.06,4.60
Joel Stelly,P,La-Monroe,5-10,197,4.68,,,,,
Adam Stenavich,OG,Michigan,6-4,310,5.60,,24,,,
Dan Stevenson,OG,Notre Dame,6-5,300,5.36,24.5,24,100,7.58,4.59
Maurice Stovall,WR,Notre Dame,6-4,217,4.57,35.0,,122,6.81,4.14
Zach Strief,OT,Northwestern,6-8,330,5.38,21.0,19,94,8.01,4.83
Boone Stutz,LS,Texas A&M,6-6,259,5.06,,,,,
Quinn Sypniewski,TE,Colorado,6-6,268,4.77,32.5,20,114,7.09,4.52
Naufahu Tahi,FB,BYU,6-0,254,4.85,29.0,35,101,7.72,4.70
Darryl Tapp,DE,Virginia Tech,6-2,252,4.83,33.0,27,109,7.31,4.48
Gavin Tarquinio,LS,Georgia Tech,6-3,253,4.88,,18,,,
Tony Tella,OG,Miami (FL),6-4,307,5.44,24.5,24,97,8.17,4.84
David Thomas,TE,Texas,6-3,252,4.67,37.5,19,113,7.05,4.34
Joe Toledo,OT,Washington,6-5,337,5.11,,32,,,
John Torp,P,Colorado,6-2,212,4.73,,,,,
Michael Toudouze,OT,TCU,6-6,303,5.12,26.5,23,100,7.45,4.70
Anthony Trucks,OLB,Oregon,6-1,233,4.76,37.0,22,125,7.00,4.14
Jeremy Trueblood,OT,Boston Col.,6-8,316,5.25,27.5,20,96,7.82,4.68
Stephen Tulloch,ILB,North Carolina State,5-11,241,4.84,33.5,27,113,7.19,4.15
Cameron Vaughn,OLB,LSU,6-4,235,4.65,32.0,17,117,7.24,4.22
Marcus Vick,QB,Virginia Tech,6-0,200,4.47,36.0,,117,6.94,4.08
Lawrence Vickers,FB,Colorado,6-0,245,4.82,30.5,21,104,7.74,4.63
John Walker,CB,USC,6-0,205,4.62,40.0,,125,,4.16
Delanie Walker,WR,Central Missouri State,6-1,240,4.49,36.5,,118,,
Cooper Wallace,TE,Auburn,6-4,261,4.78,29.0,21,105,7.29,4.21
Scott Ware,S,USC,6-1,218,4.70,37.0,15,115,7.05,4.25
Leon Washington,RB,Florida State,5-8,201,4.42,32.5,17,105,6.94,4.37
Pat Watkins,S,Florida State,6-5,211,4.42,41.0,14,133,,
Todd Watkins,WR,BYU,6-2,202,4.40,36.0,15,118,7.13,4.24
Gabe Watson,DT,Michigan,6-3,339,5.27,25.0,36,96,8.28,4.80
Steve Weatherford,P,Illinois,6-2,217,4.82,,,,,
Dee Webb,CB,Florida,5-11,183,4.41,36.5,,121,,

Jeff Webb,WR,San Diego State,6-2,211,4.40,37.0,,126,6.81,4.08
Stefon Wheeler,OT,Michigan State,6-5,339,5.73,19.5,,74,8.09,4.86
Guy Whimper,OT,East Carolina,6-5,304,4.96,29.0,26,102,7.38,4.59
LenDale White,RB,USC,6-0,238,4.49,,,,,
Terrence Whitehead,RB,Oregon,5-10,209,4.69,30.5,,108,7.21,4.27
Charlie Whitehurst,QB,Clemson,6-5,223,4.75,33.0,,112,7.00,4.11
E.J. Whitley,OT,UNLV,6-5,309,5.35,25.0,16,101,7.53,4.79
Donte Whitner,S,Ohio State,5-10,204,4.40,40.0,18,132,,
Andrew Whitworth,OT,LSU,6-7,334,5.16,30.5,28,112,8.23,4.83
Gerris Wilkinson,ILB,Georgia Tech,6-3,233,4.66,39.0,19,122,7.21,4.17
T.J. Williams,TE,North Carolina State,6-2,269,4.72,34.0,25,111,7.49,4.54
Brandon Williams,WR,Wisconsin,5-9,179,4.48,34.5,,115,6.87,4.07
DeAngelo Williams,RB,Memphis,5-9,214,4.45,35.5,25,121,,
Demetrius Williams,WR,Oregon,6-2,197,4.52,38.0,,127,6.84,4.08
Jamar Williams,OLB,Arizona State,6-0,236,4.59,37.0,,120,7.03,4.29
Jimmy Williams,CB,Virginia Tech,6-2,213,4.44,,,,,
Leon Williams,ILB,Miami (FL),6-3,245,4.54,,25,,,
Mario Williams,DE,North Carolina State,6-7,295,4.70,40.5,35,120,7.19,4.36
Travis Wilson,WR,Oklahoma,6-2,214,4.47,36.5,,120,6.70,3.99
Kamerion Wimbley,DE,Florida State,6-4,248,4.61,38.5,24,129,6.97,4.48
Eric Winston,OT,Miami (FL),6-7,310,4.94,29.0,,108,7.47,4.44
Rodrique Wright,DT,Texas,6-5,300,5.08,32.0,31,110,7.84,4.51
Claude Wroten,DT,LSU,6-2,302,5.08,,,,,
Justin Wyatt,CB,USC,5-9,189,4.72,,14,,,
James Wyche,DE,Syracuse,6-5,262,4.63,33.0,27,116,7.75,4.51
Ashton Youboty,CB,Ohio State,6-0,189,4.44,,,,,
Vince Young,QB,Texas,6-5,229,4.48,,,,,
Alan Zemaitis,CB,Penn State,6-1,194,4.57,,,,,
